Time,Voltage
2997,619
2998,499
2999,401
3000,321
3001,258
3002,375
3003,494
3004,594
3005,674
3006,737
3007,618
3008,496
3009,400
3010,321
3011,257
3012,378
3013,498
3014,595
3015,675
3016,740
3017,616
3018,494
3019,397
3020,320
3021,258
3022,380
3023,499
3024,598
3025,676
3026,739
3027,614
3028,492
3029,397
3030,318
3031,255
3032,382
3033,500
3034,597
3035,676
3036,740
3037,612
3038,492
3039,395
3040,317
3041,255
3042,383
3043,504
3044,599
3045,679
3046,740
3047,609
3048,489
3049,393
3050,315
3051,256
3052,387
3053,506
3054,599
3055,678
3056,742
3057,606
3058,487
3059,391
3060,314
3061,253
3062,388
3063,507
3064,603
3065,680
3066,743
3067,604
3068,487
3069,390
3070,313
3071,251
3072,392
3073,510
3074,605
3075,681
3076,744
3077,604
3078,484
3079,390
3080,313
3081,252
3082,390
3083,510
3084,605
3085,683
3086,745
3087,601
3088,483
3089,386
3090,310
3091,250
3092,393
3093,512
3094,607
3095,684
3096,747
3097,600
3098,481
3099,386
3100,309
3101,251
3102,396
3103,513
3104,608
3105,682
3106,747
3107,598
3108,479
3109,384
3110,309
3111,250
3112,397
3113,516
3114,610
3115,686
3116,748
3117,592
3118,477
3119,383
3120,308
3121,248
3122,399
3123,516
3124,611
3125,687
3126,748
3127,592
3128,477
3129,381
3130,306
3131,243
3132,402
3133,520
3134,613
3135,687
3136,748
3137,590
3138,473
3139,380
3140,307
3141,244
3142,405
3143,521
3144,610
3145,688
3146,749
3147,588
3148,472
3149,379
3150,305
3151,241
3152,406
3153,523
3154,613
3155,691
3156,751
3157,586
3158,470
3159,378
3160,302
3161,241
3162,410
3163,524
3164,616
3165,690
3166,752
3167,585
3168,469
3169,378
3170,304
3171,264
3172,412
3173,525
3174,616
3175,692
3176,730
3177,581
3178,467
3179,376
3180,302
3181,265
3182,413
3183,527
3184,619
3185,692
3186,727
3187,580
3188,467
3189,373
3190,301
3191,272
3192,413
3193,530
3194,621
3195,694
3196,722
3197,579
3198,465
3199,373
3200,298
3201,271
3202,416
3203,529
3204,621
3205,695
3206,720
3207,575
3208,462
3209,370
3210,298
3211,277
3212,418
3213,532
3214,623
3215,696
3216,717
3217,575
3218,460
3219,370
3220,296
3221,275
3222,421
3223,535
3224,624
3225,699
3226,715
3227,571
3228,460
3229,368
3230,296
3231,281
3232,424
3233,537
3234,627
3235,698
3236,714
3237,570
3238,458
3239,367
3240,296
3241,283
3242,426
3243,536
3244,626
3245,701
3246,711
3247,569
3248,458
3249,366
3250,294
3251,286
3252,428
3253,540
3254,628
3255,701
3256,708
3257,566
3258,454
3259,367
3260,294
3261,288
3262,430
3263,541
3264,626
3265,702
3266,703
3267,563
3268,454
3269,365
3270,293
3271,293
3272,432
3273,540
3274,631
3275,703
3276,702
3277,561
3278,449
3279,363
3280,290
3281,292
3282,432
3283,542
3284,632
3285,704
3286,699
3287,560
3288,449
3289,363
3290,291
3291,295
3292,436
3293,545
3294,633
3295,705
3296,696
3297,559
3298,450
3299,362
3300,289
3301,298
3302,438
3303,547
3304,635
3305,705
3306,695
3307,556
3308,448
3309,356
3310,288
3311,300
3312,440
3313,548
3314,636
3315,707
3316,693
3317,555
3318,445
3319,357
3320,287
3321,305
3322,442
3323,547
3324,636
3325,707
3326,688
3327,554
3328,443
3329,357
3330,286
3331,309
3332,444
3333,550
3334,638
3335,709
3336,686
3337,549
3338,443
3339,356
3340,284
3341,310
3342,445
3343,552
3344,639
3345,710
3346,685
3347,550
3348,442
3349,355
3350,284
3351,312
3352,447
3353,554
3354,641
3355,712
3356,682
3357,547
3358,438
3359,354
3360,284
3361,315
3362,448
3363,556
3364,642
3365,712
3366,679
3367,545
3368,437
3369,350
3370,282
3371,316
3372,451
3373,557
3374,643
3375,713
3376,674
3377,543
3378,437
3379,350
3380,280
3381,320
3382,452
3383,558
3384,644
3385,713
3386,673
3387,542
3388,434
3389,350
3390,281
3391,322
3392,455
3393,560
3394,645
3395,715
3396,672
3397,538
3398,434
3399,347
3400,279
3401,322
3402,457
3403,562
3404,648
3405,716
3406,668
3407,538
3408,431
3409,346
3410,279
3411,326
3412,457
3413,562
3414,648
3415,717
3416,668
3417,537
3418,430
3419,345
3420,279
3421,328
3422,460
3423,565
3424,648
3425,717
3426,665
3427,533
3428,429
3429,345
3430,276
3431,332
3432,462
3433,566
3434,650
3435,718
3436,662
3437,532
3438,426
3439,342
3440,277
3441,333
3442,464
3443,568
3444,652
3445,720
3446,661
3447,530
3448,426
3449,342
3450,276
3451,335
3452,466
3453,568
3454,652
3455,720
3456,657
3457,527
3458,425
3459,341
3460,274
3461,337
3462,468
3463,570
3464,653
3465,721
3466,655
3467,528
3468,423
3469,339
3470,274
3471,341
3472,469
3473,572
3474,655
3475,723
3476,652
3477,524
3478,421
3479,337
3480,273
3481,342
3482,471
3483,574
3484,655
3485,723
3486,651
3487,523
3488,419
3489,336
3490,270
3491,344
3492,474
3493,576
3494,657
3495,724
3496,648
3497,519
3498,417
3499,335
3500,269
3501,347
3502,473
3503,577
3504,658
3505,725
3506,647
3507,520
3508,417
3509,335
3510,268
3511,348
3512,477
3513,577
3514,661
3515,728
3516,644
3517,516
3518,415
3519,332
3520,268
3521,353
3522,478
3523,579
3524,662
3525,726
3526,642
3527,516
3528,413
3529,331
3530,266
3531,354
3532,479
3533,579
3534,662
3535,727
3536,639
3537,513
3538,413
3539,331
3540,268
3541,356
3542,479
3543,584
3544,663
3545,730
3546,636
3547,511
3548,412
3549,328
3550,264
3551,358
3552,482
3553,581
3554,664
3555,730
3556,633
3557,511
3558,408
3559,329
3560,264
3561,361
3562,486
3563,584
3564,666
3565,732
3566,632
3567,508
3568,408
3569,327
3570,264
3571,363
3572,486
3573,586
3574,667
3575,732
3576,629
3577,507
3578,408
3579,328
3580,264
3581,364
3582,489
3583,588
3584,668
3585,732
3586,628
3587,504
3588,404
3589,324
3590,263
3591,366
3592,490
3593,589
3594,670
3595,733
3596,625
3597,501
3598,402
3599,323
3600,261
3601,370
3602,492
3603,592
3604,669
3605,735
3606,622
3607,500
3608,403
3609,322
3610,258
3611,373
3612,495
3613,589
3614,671
3615,738
3616,622
3617,500
3618,402
3619,322
3620,259
3621,374
3622,497
3623,591
3624,673
3625,738
3626,619
3627,498
3628,400
3629,320
3630,257
3631,374
3632,498
3633,595
3634,674
3635,738
3636,617
3637,493
3638,397
3639,319
3640,256
3641,378
3642,500
3643,596
3644,675
3645,740
3646,616
3647,495
3648,398
3649,318
3650,258
3651,379
3652,500
3653,598
3654,677
3655,741
3656,612
3657,491
3658,394
3659,317
3660,255
3661,383
3662,501
3663,599
3664,677
3665,740
3666,612
3667,492
3668,395
3669,317
3670,252
3671,384
3672,503
3673,601
3674,680
3675,742
3676,608
3677,489
3678,393
3679,316
3680,254
3681,387
3682,505
3683,599
3684,679
3685,744
3686,605
3687,487
3688,392
3689,314
3690,253
3691,389
3692,508
3693,603
3694,681
3695,743
3696,605
3697,486
3698,389
3699,314
3700,252
3701,393
3702,508
3703,604
3704,682
3705,744
3706,603
3707,484
3708,389
3709,312
3710,250
3711,393
3712,512
3713,607
3714,683
3715,746
3716,599
3717,481
3718,386
3719,312
3720,250
3721,396
3722,514
3723,606
3724,683
3725,745
3726,597
3727,480
3728,386
3729,308
3730,249
3731,399
3732,515
3733,610
3734,684
3735,748
3736,595
3737,479
3738,385
3739,309
3740,247
3741,398
3742,517
3743,610
3744,686
3745,748
3746,594
3747,476
3748,382
3749,306
3750,248
3751,403
3752,519
3753,611
3754,686
3755,747
3756,592
3757,475
3758,381
3759,305
3760,245
3761,405
3762,519
3763,612
3764,689
3765,750
3766,588
3767,473
3768,379
3769,306
3770,244
3771,406
3772,522
3773,612
3774,689
3775,749
3776,587
3777,473
3778,378
3779,305
3780,241
3781,407
3782,524
3783,616
3784,689
3785,751
3786,586
3787,471
3788,374
3789,304
3790,242
3791,410
3792,524
3793,616
3794,692
3795,731
3796,581
3797,470
3798,375
3799,301
3800,267
3801,413
3802,528
3803,619
3804,694
3805,729
3806,582
3807,467
3808,374
3809,302
3810,269
3811,414
3812,528
3813,618
3814,694
3815,725
3816,578
3817,464
3818,375
3819,299
3820,270
3821,417
3822,529
3823,620
3824,693
3825,723
3826,577
3827,463
3828,372
3829,298
3830,273
3831,418
3832,531
3833,622
3834,696
3835,719
3836,576
3837,463
3838,372
3839,298
3840,276
3841,421
3842,533
3843,623
3844,698
3845,715
3846,573
3847,459
3848,370
3849,297
3850,280
3851,422
3852,535
3853,625
3854,699
3855,714
3856,571
3857,458
3858,368
3859,296
3860,281
3861,423
3862,536
3863,626
3864,698
3865,711
3866,568
3867,457
3868,366
3869,296
3870,284
3871,427
3872,537
3873,626
3874,699
3875,709
3876,568
3877,455
3878,366
3879,293
3880,288
3881,429
3882,537
3883,629
3884,701
3885,704
3886,564
3887,454
3888,365
3889,294
3890,288
3891,431
3892,540
3893,630
3894,703
3895,702
3896,563
3897,451
3898,362
3899,292
3900,293
3901,433
3902,542
3903,632
3904,705
3905,701
3906,561
3907,451
3908,362
3909,291
3910,293
3911,435
3912,545
3913,633
3914,704
3915,697
3916,559
3917,450
3918,359
3919,290
3920,297
3921,435
3922,546
3923,634
3924,705
3925,694
3926,554
3927,448
3928,360
3929,288
3930,302
3931,437
3932,548
3933,634
3934,706
3935,693
3936,555
3937,446
3938,358
3939,287
3940,304
3941,440
3942,549
3943,635
3944,707
3945,689
3946,554
3947,445
3948,356
3949,288
3950,306
3951,441
3952,549
3953,637
3954,710
3955,687
3956,551
3957,445
3958,355
3959,288
3960,308
3961,444
3962,550
3963,639
3964,709
3965,685
3966,549
3967,441
3968,352
3969,286
3970,311
3971,447
3972,554
3973,640
3974,711
3975,683
3976,549
3977,439
3978,353
3979,283
3980,310
3981,448
3982,556
3983,642
3984,711
3985,681
3986,546
3987,440
3988,351
3989,282
3990,314
3991,450
3992,557
3993,642
3994,714
3995,679
3996,544
3997,437
3998,349
3999,283
4000,319
4001,452
4002,558
4003,643
4004,714
4005,674
4006,543
4007,436
4008,348
4009,279
4010,321
4011,453
4012,560
4013,645
4014,715
4015,673
4016,541
4017,434
4018,350
4019,281
4020,324
4021,455
4022,561
4023,646
4024,716
4025,670
4026,537
4027,432
4028,348
4029,280
4030,324
4031,456
4032,562
4033,646
4034,716
4035,668
4036,537
4037,431
4038,348
4039,280
4040,329
4041,460
4042,563
4043,649
4044,718
4045,666
4046,534
4047,430
4048,341
4049,277
4050,331
4051,460
4052,567
4053,650
4054,718
4055,663
4056,533
4057,427
4058,342
4059,276
4060,333
4061,462
4062,567
4063,650
4064,719
4065,661
4066,531
4067,425
4068,344
4069,276
4070,334
4071,465
4072,567
4073,653
4074,721
4075,659
4076,529
4077,425
4078,342
4079,275
4080,336
4081,466
4082,571
4083,653
4084,720
4085,657
4086,527
4087,424
4088,339
4089,274
4090,339
4091,467
4092,572
4093,654
4094,722
4095,655
4096,527
4097,422
4098,339
4099,272
4100,341
4101,469
4102,574
4103,656
4104,722
4105,654
4106,524
4107,421
4108,338
4109,272
4110,343
4111,473
4112,574
4113,657
4114,725
4115,649
4116,523
4117,419
4118,338
4119,271
4120,347
4121,474
4122,576
4123,659
4124,726
4125,646
4126,520
4127,417
4128,336
4129,270
4130,348
4131,475
4132,577
4133,658
4134,725
4135,646
4136,518
4137,416
4138,334
4139,268
4140,351
4141,478
4142,578
4143,661
4144,728
4145,643
4146,516
4147,414
4148,330
4149,268
4150,352
4151,478
4152,580
4153,661
4154,728
4155,640
4156,512
4157,413
4158,330
4159,268
4160,355
4161,481
4162,582
4163,663
4164,729
4165,636
4166,512
4167,412
4168,330
4169,266
4170,358
4171,482
4172,583
4173,663
4174,730
4175,636
4176,511
4177,412
4178,331
4179,263
4180,360
4181,486
4182,581
4183,666
4184,732
4185,633
4186,509
4187,408
4188,329
4189,263
4190,362
4191,486
4192,586
4193,666
4194,732
4195,630
4196,507
4197,407
4198,328
4199,262
4200,365
4201,489
4202,585
4203,668
4204,734
4205,629
4206,506
4207,406
4208,326
4209,262
4210,367
4211,489
4212,589
4213,669
4214,733
4215,626
4216,504
4217,404
4218,326
4219,263
4220,369
4221,488
4222,589
4223,670
4224,736
4225,625
4226,501
4227,404
4228,325
4229,260
4230,369
4231,494
4232,592
4233,671
4234,736
4235,622
4236,501
4237,402
4238,324
4239,259
4240,372
4241,495
4242,592
4243,673
4244,733
4245,620
4246,498
4247,401
4248,322
4249,259
4250,375
4251,496
4252,591
4253,673
4254,738
4255,618
4256,496
4257,398
4258,319
4259,256
4260,377
4261,499
4262,595
4263,674
4264,739
4265,615
4266,493
4267,397
4268,319
4269,253
4270,380
4271,500
4272,598
4273,676
4274,738
4275,612
4276,493
4277,395
4278,319
4279,255
4280,379
4281,502
4282,597
4283,675
4284,739
4285,611
4286,491
4287,394
4288,316
4289,255
4290,384
4291,504
4292,600
4293,678
4294,741
4295,610
4296,490
4297,395
4298,317
4299,255
4300,385
4301,504
4302,600
4303,678
4304,739
4305,608
4306,489
4307,391
4308,313
4309,252
4310,387
4311,507
4312,603
4313,679
4314,742
4315,604
4316,487
4317,390
4318,313
4319,253
4320,390
4321,506
4322,603
4323,681
4324,743
4325,602
4326,484
4327,390
4328,314
4329,252
4330,393
4331,510
4332,605
4333,681
4334,744
4335,600
4336,483
4337,388
4338,310
4339,250
4340,394
4341,513
4342,604
4343,682
4344,746
4345,599
4346,480
4347,387
4348,311
4349,249
4350,396
4351,513
4352,608
4353,684
4354,747
4355,597
4356,480
4357,385
4358,310
4359,250
4360,398
4361,515
4362,608
4363,686
4364,749
4365,594
4366,479
4367,385
4368,308
4369,248
4370,401
4371,517
4372,610
4373,683
4374,745
4375,592
4376,476
4377,381
4378,306
4379,244
4380,403
4381,520
4382,613
4383,686
4384,748
4385,590
4386,473
4387,380
4388,308
4389,245
4390,405
4391,520
4392,614
4393,689
4394,750
4395,587
4396,473
4397,381
4398,304
4399,241
4400,408
4401,524
4402,614
4403,690
4404,750
4405,586
4406,471
4407,377
4408,305
4409,242
4410,408
4411,523
4412,616
4413,692
4414,752
4415,583
4416,468
4417,378
4418,303
4419,264
4420,412
4421,522
4422,617
4423,692
4424,728
4425,581
4426,467
4427,375
4428,301
4429,266
4430,414
4431,526
4432,619
4433,693
4434,726
4435,580
4436,465
4437,373
4438,300
4439,268
4440,415
4441,529
4442,620
4443,694
4444,722
4445,579
4446,465
4447,373
4448,301
4449,273
4450,418
4451,529
4452,621
4453,692
4454,720
4455,576
4456,463
4457,370
4458,299
4459,276
4460,420
4461,533
4462,623
4463,696
4464,718
4465,575
4466,461
4467,370
4468,297
4469,277
4470,420
4471,533
4472,623
4473,697
4474,715
4475,572
4476,460
4477,368
4478,296
4479,281
4480,425
4481,535
4482,624
4483,699
4484,712
4485,571
4486,459
4487,368
4488,296
4489,282
4490,425
4491,537
4492,625
4493,698
4494,708
4495,567
4496,455
4497,368
4498,295
4499,287
4500,428
4501,537
4502,626
4503,700
4504,707
4505,567
4506,454
4507,365
4508,292
4509,288
4510,430
4511,540
4512,628
4513,702
4514,705
4515,564
4516,453
4517,364
4518,293
4519,292
4520,432
4521,541
4522,631
4523,704
4524,701
4525,563
4526,453
4527,364
4528,293
4529,291
4530,433
4531,543
4532,631
4533,703
4534,700
4535,561
4536,450
4537,361
4538,290
4539,298
4540,434
4541,542
4542,633
4543,704
4544,698
4545,558
4546,448
4547,362
4548,290
4549,300
4550,436
4551,547
4552,634
4553,705
4554,693
4555,555
4556,448
4557,359
4558,288
4559,303
4560,436
4561,547
4562,634
4563,708
4564,692
4565,554
4566,445
4567,359
4568,288
4569,305
4570,442
4571,549
4572,636
4573,706
4574,688
4575,553
4576,445
4577,353
4578,285
4579,306
4580,444
4581,550
4582,639
4583,709
4584,686
4585,551
4586,443
4587,354
4588,284
4589,309
4590,444
4591,551
4592,640
4593,710
4594,683
4595,549
4596,441
4597,351
4598,284
4599,311
4600,447
4601,554
4602,639
4603,710
4604,683
4605,545
4606,439
4607,352
4608,284
4609,314
4610,448
4611,555
4612,642
4613,711
4614,678
4615,546
4616,435
4617,352
4618,283
4619,316
4620,451
4621,558
4622,643
4623,713
4624,676
4625,542
4626,435
4627,350
4628,282
4629,320
4630,453
4631,559
4632,644
4633,713
4634,673
4635,541
4636,435
4637,349
4638,281
4639,321
4640,454
4641,559
4642,647
4643,714
4644,671
4645,538
4646,434
4647,346
4648,279
4649,322
4650,456
4651,561
4652,646
4653,715
4654,669
4655,537
4656,431
4657,345
4658,278
4659,325
4660,459
4661,563
4662,648
4663,716
4664,667
4665,535
4666,430
4667,344
4668,277
4669,326
4670,460
4671,565
4672,650
4673,718
4674,665
4675,534
4676,428
4677,343
4678,275
4679,331
4680,461
4681,565
4682,651
4683,718
4684,660
4685,532
4686,427
4687,340
4688,275
4689,334
4690,464
4691,568
4692,650
4693,720
4694,658
4695,530
4696,425
4697,342
4698,274
4699,337
4700,465
4701,569
4702,653
4703,722
4704,657
4705,528
4706,423
4707,339
4708,275
4709,338
4710,466
4711,571
4712,653
4713,721
4714,657
4715,526
4716,423
4717,339
4718,275
4719,340
4720,468
4721,571
4722,653
4723,722
4724,652
4725,524
4726,422
4727,339
4728,273
4729,341
4730,472
4731,574
4732,656
4733,724
4734,651
4735,522
4736,419
4737,337
4738,272
4739,346
4740,470
4741,574
4742,657
4743,725
4744,649
4745,520
4746,417
4747,335
4748,270
4749,348
4750,474
4751,577
4752,658
4753,723
4754,647
4755,520
4756,416
4757,334
4758,269
4759,351
4760,477
4761,579
4762,659
4763,726
4764,644
4765,516
4766,414
4767,335
4768,268
4769,352
4770,477
4771,578
4772,662
4773,726
4774,642
4775,514
4776,414
4777,332
4778,266
4779,354
4780,480
4781,580
4782,662
4783,729
4784,640
4785,514
4786,411
4787,331
4788,266
4789,357
4790,481
4791,582
4792,663
4793,729
4794,638
4795,511
4796,410
4797,329
4798,267
4799,357
4800,482
4801,584
4802,664
4803,732
4804,634
4805,507
4806,409
4807,328
4808,264
4809,361
4810,485
4811,584
4812,666
4813,733
4814,633
4815,507
4816,409
4817,327
4818,263
4819,363
4820,487
4821,586
4822,666
4823,731
4824,629
4825,507
4826,406
4827,325
4828,263
4829,364
4830,489
4831,588
4832,668
4833,732
4834,629
4835,505
4836,404
4837,325
4838,260
4839,369
4840,490
4841,589
4842,669
4843,733
4844,623
4845,502
4846,404
4847,323
4848,262
4849,371
4850,491
4851,590
4852,671
4853,736
4854,623
4855,500
4856,404
4857,323
4858,258
4859,372
4860,493
4861,593
4862,672
4863,736
4864,619
4865,498
4866,402
4867,321
4868,260
4869,374
4870,496
4871,595
4872,672
4873,738
4874,619
4875,497
4876,400
4877,321
4878,258
4879,376
4880,497
4881,596
4882,674
4883,738
4884,617
4885,495
4886,398
4887,318
4888,256
4889,379
4890,498
4891,596
4892,676
4893,738
4894,616
4895,495
4896,397
4897,319
4898,257
4899,380
4900,500
4901,597
4902,676
4903,740
4904,614
4905,493
4906,396
4907,319
4908,254
4909,384
4910,501
4911,600
4912,677
4913,740
4914,611
4915,490
4916,393
4917,318
4918,254
4919,385
4920,504
4921,600
4922,677
4923,741
4924,608
4925,488
4926,392
4927,316
4928,253
4929,388
4930,506
4931,601
4932,679
4933,743
4934,606
4935,486
4936,392
4937,315
4938,252
4939,390
4940,508
4941,603
4942,680
4943,743
4944,605
4945,486
4946,389
4947,312
4948,253
4949,393
4950,511
4951,603
4952,681
4953,744
4954,602
4955,483
4956,388
4957,313
4958,250
4959,394
4960,512
4961,603
4962,682
4963,744
4964,599
4965,481
4966,388
4967,311
4968,250
4969,396
4970,512
4971,607
4972,684
4973,746
4974,597
4975,480
4976,385
4977,311
4978,250
4979,399
4980,516
4981,606
4982,685
4983,746
4984,595
4985,478
4986,385
4987,310
4988,248
4989,401
4990,516
4991,611
4992,686
4993,748
4994,593
4995,476
4996,382
4997,308
4998,248
4999,403
5000,518
5001,611
5002,687
5003,749
5004,590
5005,476
5006,382
5007,306
5008,242
5009,403
5010,520
5011,612
5012,688
5013,750
5014,589
5015,473
5016,382
5017,306
5018,243
5019,404
5020,522
5021,613
5022,689
5023,750
5024,588
5025,471
5026,377
5027,305
5028,241
5029,407
5030,524
5031,614
5032,691
5033,750
5034,586
5035,469
5036,378
5037,303
5038,264
5039,409
5040,524
5041,618
5042,691
5043,729
5044,582
5045,468
5046,375
5047,304
5048,267
5049,412
5050,525
5051,617
5052,692
5053,728
5054,583
5055,468
5056,376
5057,301
5058,268
5059,413
5060,529
5061,619
5062,693
5063,725
5064,579
5065,466
5066,373
5067,299
5068,269
5069,417
5070,530
5071,620
5072,694
5073,722
5074,577
5075,462
5076,374
5077,299
5078,274
5079,420
5080,530
5081,621
5082,696
5083,719
5084,575
5085,463
5086,370
5087,297
5088,276
5089,421
5090,533
5091,623
5092,698
5093,716
5094,573
5095,461
5096,370
5097,299
5098,278
5099,422
5100,534
5101,624
5102,698
5103,714
5104,572
5105,460
5106,369
5107,296
5108,282
5109,423
5110,535
5111,625
5112,699
5113,710
5114,570
5115,456
5116,369
5117,296
5118,287
5119,427
5120,539
5121,627
5122,697
5123,707
5124,566
5125,455
5126,365
5127,293
5128,288
5129,427
5130,541
5131,629
5132,698
5133,706
5134,565
5135,454
5136,365
5137,291
5138,290
5139,431
5140,541
5141,630
5142,702
5143,703
5144,563
5145,452
5146,363
5147,292
5148,293
5149,432
5150,541
5151,630
5152,704
5153,699
5154,562
5155,452
5156,363
5157,290
5158,294
5159,434
5160,545
5161,633
5162,704
5163,699
5164,560
5165,450
5166,362
5167,291
5168,297
5169,437
5170,543
5171,634
5172,703
5173,693
5174,557
5175,447
5176,360
5177,290
5178,300
5179,437
5180,547
5181,633
5182,707
5183,691
5184,555
5185,445
5186,356
5187,288
5188,304
5189,441
5190,548
5191,637
5192,705
5193,689
5194,553
5195,444
5196,356
5197,287
5198,306
5199,441
5200,551
5201,636
5202,708
5203,688
5204,550
5205,442
5206,357
5207,286
5208,309
5209,443
5210,552
5211,638
5212,709
5213,687
5214,551
5215,442
5216,356
5217,286
5218,310
5219,446
5220,553
5221,637
5222,710
5223,683
5224,548
5225,440
5226,351
5227,282
5228,314
5229,448
5230,555
5231,642
5232,712
5233,680
5234,547
5235,439
5236,353
5237,284
5238,315
5239,448
5240,555
5241,641
5242,713
5243,676
5244,543
5245,436
5246,351
5247,282
5248,319
5249,452
5250,558
5251,644
5252,714
5253,675
5254,543
5255,437
5256,351
5257,281
5258,321
5259,454
5260,559
5261,644
5262,714
5263,673
5264,541
5265,434
5266,348
5267,279
5268,322
5269,455
5270,561
5271,646
5272,715
5273,670
5274,538
5275,432
5276,346
5277,278
5278,324
5279,457
5280,561
5281,648
5282,718
5283,668
5284,536
5285,430
5286,346
5287,276
5288,328
5289,460
5290,564
5291,645
5292,715
5293,665
5294,535
5295,430
5296,346
5297,278
5298,329
5299,462
5300,565
5301,649
5302,719
5303,665
5304,534
5305,427
5306,344
5307,277
5308,332
5309,463
5310,567
5311,650
5312,719
5313,661
5314,530
5315,427
5316,343
5317,276
5318,335
5319,464
5320,569
5321,653
5322,719
5323,657
5324,529
5325,426
5326,340
5327,273
5328,336
5329,465
5330,570
5331,652
5332,722
5333,657
5334,527
5335,424
5336,340
5337,272
5338,340
5339,468
5340,571
5341,653
5342,722
5343,655
5344,524
5345,420
5346,340
5347,273
5348,342
5349,470
5350,573
5351,654
5352,722
5353,651
5354,523
5355,420
5356,338
5357,271
5358,343
5359,473
5360,572
5361,657
5362,724
5363,649
5364,522
5365,419
5366,337
5367,272
5368,345
5369,472
5370,576
5371,656
5372,725
5373,647
5374,519
5375,417
5376,334
5377,268
5378,348
5379,475
5380,577
5381,659
5382,727
5383,643
5384,519
5385,415
5386,335
5387,268
5388,352
5389,476
5390,578
5391,661
5392,729
5393,641
5394,515
5395,413
5396,332
5397,268
5398,353
5399,478
5400,577
5401,662
5402,729
5403,640
5404,515
5405,414
5406,333
5407,267
5408,356
5409,481
5410,581
5411,663
5412,729
5413,637
5414,513
5415,412
5416,331
5417,265
5418,358
5419,481
5420,582
5421,666
5422,730
5423,635
5424,510
5425,411
5426,330
5427,264
5428,359
5429,483
5430,583
5431,666
5432,731
5433,633
5434,507
5435,410
5436,328
5437,263
5438,363
5439,487
5440,587
5441,666
5442,731
5443,632
5444,507
5445,408
5446,326
5447,262
5448,365
5449,488
5450,588
5451,668
5452,733
5453,630
5454,506
5455,406
5456,327
5457,263
5458,365
5459,490
5460,590
5461,670
5462,735
5463,626
5464,504
5465,404
5466,322
5467,262
5468,369
5469,491
5470,589
5471,670
5472,734
5473,623
5474,499
5475,403
5476,320
5477,262
5478,371
5479,494
5480,592
5481,671
5482,735
5483,623
5484,500
5485,402
5486,322
5487,260
5488,373
5489,495
5490,591
5491,670
5492,736
5493,620
5494,498
5495,399
5496,323
5497,260
5498,376
5499,495
5500,594
5501,671
5502,737
5503,617
5504,496
5505,400
5506,321
5507,257
5508,379
5509,498
5510,596
5511,675
5512,739
5513,615
5514,496
5515,399
5516,320
5517,257
5518,380
5519,499
5520,596
5521,676
5522,739
5523,614
5524,493
5525,394
5526,319
5527,255
5528,381
5529,501
5530,598
5531,677
5532,740
5533,612
5534,491
5535,394
5536,318
5537,255
5538,384
5539,504
5540,600
5541,677
5542,740
5543,608
5544,489
5545,392
5546,316
5547,254
5548,386
5549,506
5550,603
5551,678
5552,743
5553,606
5554,489
5555,392
5556,315
5557,255
5558,388
5559,506
5560,602
5561,681
5562,743
5563,604
5564,487
5565,391
5566,314
5567,251
5568,391
5569,508
5570,601
5571,680
5572,744
5573,603
5574,484
5575,390
5576,314
5577,251
5578,394
5579,507
5580,606
5581,684
5582,743
5583,600
5584,484
5585,389
5586,310
5587,252
5588,394
5589,512
5590,606
5591,684
5592,747
5593,598
5594,482
5595,387
5596,311
5597,249
5598,397
5599,514
5600,606
5601,684
5602,747
5603,598
5604,481
5605,386
5606,309
5607,249
5608,400
5609,515
5610,607
5611,685
5612,747
5613,594
5614,476
5615,385
5616,308
5617,246
5618,401
5619,516
5620,610
5621,685
5622,749
5623,593
5624,476
5625,382
5626,308
5627,248
5628,404
5629,517
5630,613
5631,689
5632,750
5633,591
5634,474
5635,380
5636,305
5637,242
5638,406
5639,520
5640,612
5641,689
5642,751
5643,587
5644,474
5645,380
5646,302
5647,243
5648,407
5649,521
5650,615
5651,688
5652,748
5653,586
5654,471
5655,378
5656,301
5657,240
5658,410
5659,523
5660,617
5661,691
5662,750
5663,583
5664,469
5665,377
5666,304
5667,265
5668,412
5669,526
5670,615
5671,693
5672,729
5673,582
5674,467
5675,375
5676,301
5677,268
5678,414
5679,526
5680,619
5681,693
5682,726
5683,581
5684,466
5685,375
5686,300
5687,267
5688,415
5689,529
5690,620
5691,694
5692,724
5693,578
5694,464
5695,371
5696,299
5697,271
5698,418
5699,531
5700,622
5701,695
5702,720
5703,577
5704,463
5705,372
5706,299
5707,276
5708,419
5709,531
5710,623
5711,696
5712,717
5713,573
5714,462
5715,370
5716,297
5717,279
5718,421
5719,533
5720,626
5721,698
5722,716
5723,572
5724,459
5725,369
5726,296
5727,280
5728,423
5729,536
5730,626
5731,699
5732,711
5733,570
5734,459
5735,368
5736,295
5737,283
5738,424
5739,537
5740,627
5741,700
5742,709
5743,567
5744,456
5745,365
5746,294
5747,285
5748,428
5749,537
5750,628
5751,700
5752,707
5753,566
5754,456
5755,364
5756,295
5757,290
5758,430
5759,540
5760,630
5761,703
5762,705
5763,563
5764,453
5765,363
5766,292
5767,291
5768,430
5769,540
5770,629
5771,703
5772,702
5773,562
5774,452
5775,364
5776,292
5777,294
5778,432
5779,543
5780,631
5781,703
5782,698
5783,560
5784,450
5785,361
5786,290
5787,296
5788,434
5789,545
5790,632
5791,704
5792,697
5793,559
5794,449
